Bölge Müdürlüğü,Şube Kodu,Segment Kodu Tanım,Ürün Aile Adı,Ürün Grup Adı,Ana Ürün Adı,Bireysel Ticari,Ana Skont,Tarih,Kullandirim Tutari (Orj),Kullandirim Tutari - TL,Risk Bakiyesi,Doviz Cinsi
D Bölge Müdürlüğü,IT-592-033,Ticari,Nakdi Krediler,Adatlı Krediler,BCH,T,118110,2015-04-29,3000000,7830000,8865706,USD
D Bölge Müdürlüğü,IT-592-008,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-07-07,12500000,12500000,33992477,TL
B Bölge Müdürlüğü,IT-592-026,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-07-15,2000000,5652000,8241566,EUR
D Bölge Müdürlüğü,IT-592-059,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-01-27,19000000,19000000,23631744,TL
B Bölge Müdürlüğü,IT-592-089,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-02-08,4000000,4000000,16345646,TL
D Bölge Müdürlüğü,IT-592-083,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-01-28,35000000,35000000,63587918,TL
D Bölge Müdürlüğü,IT-592-013,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-02-05,10000000,10000000,11999642,TL
B Bölge Müdürlüğü,IT-592-074,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-02-08,6000000,6000000,10776019,TL
D Bölge Müdürlüğü,IT-592-008,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-02-11,5000000,14400000,19864061,USD
A Bölge Müdürlüğü,IT-592-037,Ticari,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2016-05-02,45880888,45880888,7807214,TL
A Bölge Müdürlüğü,IT-592-038,Ticari,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2016-05-31,33334652,33334652,3735822,TL
D Bölge Müdürlüğü,IT-592-047,Ticari,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2016-05-31,33334651,33334651,8814137,TL
E Bölge Müdürlüğü,IT-592-090,Ticari,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,113111,2015-07-31,6000000,16590000,23324667,USD
E Bölge Müdürlüğü,IT-592-009,Ticari,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-02-26,2493726,2493726,22282425,TL
D Bölge Müdürlüğü,IT-592-083,Ticari,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-03-02,51410825,51410825,4681099,TL
D Bölge Müdürlüğü,IT-592-047,Ticari,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-04-27,25000000,25000000,23389721163,TL
E Bölge Müdürlüğü,IT-592-048,Ticari,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-04-27,36022761,36022761,1125245,TL
A Bölge Müdürlüğü,IT-592-005,Ticari,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-04-30,64517854,64517854,1390480,TL
A Bölge Müdürlüğü,IT-592-011,Ticari,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-05-27,25000000,25000000,140380645,TL
C Bölge Müdürlüğü,IT-592-070,Ticari,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-09-02,5000000,5000000,34225718,TL
E Bölge Müdürlüğü,IT-592-094,Ticari,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-09-28,3500000,3500000,5817895,TL
E Bölge Müdürlüğü,IT-592-085,Ticari,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-10-01,4500000,4500000,29252644,TL
A Bölge Müdürlüğü,IT-592-018,Ticari,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-11-30,12000000,12000000,68074548,TL
E Bölge Müdürlüğü,IT-592-061,Ticari,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-11-30,6000000,18426600,41465427,EUR
B Bölge Müdürlüğü,IT-592-002,Ticari,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-12-28,133900617,133900617,57650809,TL
D Bölge Müdürlüğü,IT-592-041,Ticari,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2016-01-26,56216952,56216952,13453017,TL
C Bölge Müdürlüğü,IT-592-069,Ticari,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2016-05-26,63003583,63003583,11710126,TL
C Bölge Müdürlüğü,IT-592-070,Ticari,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,140302,2015-12-28,700000,700000,2083558,TL
A Bölge Müdürlüğü,IT-592-010,Kobi,Gayri Nakdi Krediler,Gayri Nakdi Krediler,Teminat Mektubu,T,910111,2015-01-14,344775,344775,1831319,TL
A Bölge Müdürlüğü,IT-592-037,Kobi,Gayri Nakdi Krediler,Gayri Nakdi Krediler,Teminat Mektubu,T,910111,2015-01-15,321790,321790,25710501,TL
B Bölge Müdürlüğü,IT-592-067,Kobi,Gayri Nakdi Krediler,Gayri Nakdi Krediler,Teminat Mektubu,T,910001,2015-06-17,344775,344775,1385338,TL
E Bölge Müdürlüğü,IT-592-015,Kobi,Gayri Nakdi Krediler,Gayri Nakdi Krediler,Teminat Mektubu,T,910001,2015-06-18,344775,344775,1325917,TL
E Bölge Müdürlüğü,IT-592-039,Kobi,Gayri Nakdi Krediler,Gayri Nakdi Krediler,Teminat Mektubu,T,910001,2015-06-24,4528045,4528045,972355,TL
E Bölge Müdürlüğü,IT-592-085,Kobi,Gayri Nakdi Krediler,Gayri Nakdi Krediler,Teminat Mektubu,T,910001,2015-06-30,344775,344775,38157,TL
D Bölge Müdürlüğü,IT-592-047,Kobi,Gayri Nakdi Krediler,Gayri Nakdi Krediler,Teminat Mektubu,T,910001,2015-07-20,344775,344775,1698982,TL
A Bölge Müdürlüğü,IT-592-006,Kobi,Gayri Nakdi Krediler,Gayri Nakdi Krediler,Teminat Mektubu,T,910001,2015-07-21,344775,344775,361388,TL
B Bölge Müdürlüğü,IT-592-089,Kobi,Gayri Nakdi Krediler,Gayri Nakdi Krediler,Teminat Mektubu,T,910001,2015-08-13,344775,344775,511826,TL
C Bölge Müdürlüğü,IT-592-057,Kobi,Gayri Nakdi Krediler,Gayri Nakdi Krediler,Teminat Mektubu,T,910001,2015-08-20,344775,344775,453264,TL
A Bölge Müdürlüğü,IT-592-011,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-07-30,1630000,1630000,1853165,TL
E Bölge Müdürlüğü,IT-592-090,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-01-26,22243984,22243984,3992793,TL
E Bölge Müdürlüğü,IT-592-071,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-06-01,5139877,5139877,1039515,TL
D Bölge Müdürlüğü,IT-592-052,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,118302,2015-06-17,3000000,3000000,8260424,TL
B Bölge Müdürlüğü,IT-592-002,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-11-25,660000,660000,974788,TL
A Bölge Müdürlüğü,IT-592-038,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-12-01,960000,960000,148125,TL
B Bölge Müdürlüğü,IT-592-007,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-12-02,1440000,1440000,1737917,TL
E Bölge Müdürlüğü,IT-592-090,Kobi,Gayri Nakdi Krediler,Gayri Nakdi Krediler,Teminat Mektubu,T,910121,2015-09-03,78000,78000,105657,TL
E Bölge Müdürlüğü,IT-592-035,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-06-20,200000,200000,230698,TL
E Bölge Müdürlüğü,IT-592-085,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-07-20,250000,250000,971237,TL
D Bölge Müdürlüğü,IT-592-013,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-08-17,150000,150000,223376,TL
A Bölge Müdürlüğü,IT-592-005,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-08-25,100000,100000,177409,TL
D Bölge Müdürlüğü,IT-592-077,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-08-29,300000,300000,678891,TL
C Bölge Müdürlüğü,IT-592-043,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-09-30,400000,400000,988368,TL
E Bölge Müdürlüğü,IT-592-051,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-10-21,350000,350000,2390733,TL
C Bölge Müdürlüğü,IT-592-043,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-11-04,250000,250000,460023,TL
C Bölge Müdürlüğü,IT-592-040,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-11-25,150000,150000,839122,TL
A Bölge Müdürlüğü,IT-592-065,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-12-19,300000,300000,441999,TL
C Bölge Müdürlüğü,IT-592-029,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-12-28,150000,150000,24437,TL
E Bölge Müdürlüğü,IT-592-009,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-04-30,200000,200000,3661081,TL
C Bölge Müdürlüğü,IT-592-086,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,Dış Kaynaklı Kredi,T,140302,2016-01-19,1500000,1500000,1883982,TL
C Bölge Müdürlüğü,IT-592-050,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,Dış Kaynaklı Kredi,T,140302,2016-03-24,1500000,1500000,1964915,TL
A Bölge Müdürlüğü,IT-592-065,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,140302,2015-06-08,2000000,2000000,2915531,TL
A Bölge Müdürlüğü,IT-592-005,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,140302,2015-08-25,2000000,2000000,3050304,TL
A Bölge Müdürlüğü,IT-592-054,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,140302,2015-12-03,1500000,1500000,195273,TL
C Bölge Müdürlüğü,IT-592-078,Kobi,Nakdi Krediler,Adatlı Krediler,BCH,T,118110,2016-11-21,140000,140000,142699,TL
C Bölge Müdürlüğü,IT-592-057,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-01-19,150000,150000,344857,TL
C Bölge Müdürlüğü,IT-592-070,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-01-26,250000,250000,470753,TL
E Bölge Müdürlüğü,IT-592-096,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-01-29,500000,500000,7215716,TL
D Bölge Müdürlüğü,IT-592-033,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-02-02,250000,250000,1312041,TL
C Bölge Müdürlüğü,IT-592-073,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-02-26,450000,450000,584181,TL
A Bölge Müdürlüğü,IT-592-064,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-03-13,200000,200000,1000307,TL
E Bölge Müdürlüğü,IT-592-063,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-03-26,500000,500000,838007,TL
B Bölge Müdürlüğü,IT-592-028,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-04-17,850000,850000,1431336,TL
D Bölge Müdürlüğü,IT-592-033,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-05-11,400000,400000,554668,TL
C Bölge Müdürlüğü,IT-592-070,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-07-30,150000,150000,7467975,TL
D Bölge Müdürlüğü,IT-592-014,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-09-04,2400000,2400000,3762291,TL
A Bölge Müdürlüğü,IT-592-037,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-11-18,1200000,1200000,301135,TL
E Bölge Müdürlüğü,IT-592-085,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-11-26,250000,250000,614465,TL
B Bölge Müdürlüğü,IT-592-079,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2016-01-21,300000,300000,322798,TL
A Bölge Müdürlüğü,IT-592-018,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2016-03-17,250000,250000,41857,TL
B Bölge Müdürlüğü,IT-592-007,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2016-03-21,500000,500000,1170718,TL
A Bölge Müdürlüğü,IT-592-054,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2016-04-01,1000000,1000000,1910986,TL
E Bölge Müdürlüğü,IT-592-055,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2016-04-05,550000,550000,905316,TL
D Bölge Müdürlüğü,IT-592-052,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2016-06-22,350000,350000,579202,TL
D Bölge Müdürlüğü,IT-592-044,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2016-07-12,350000,350000,3835962,TL
E Bölge Müdürlüğü,IT-592-094,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2016-07-26,200000,200000,247351,TL
A Bölge Müdürlüğü,IT-592-005,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2016-08-10,200000,200000,308655,TL
D Bölge Müdürlüğü,IT-592-012,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2016-08-16,50000,50000,252006,TL
E Bölge Müdürlüğü,IT-592-090,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2016-08-19,150000,150000,150526,TL
C Bölge Müdürlüğü,IT-592-080,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2016-09-01,400000,400000,5093745,TL
E Bölge Müdürlüğü,IT-592-090,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2016-12-30,300000,300000,43344,TL
E Bölge Müdürlüğü,IT-592-098,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-01-15,271400,271400,871898,TL
C Bölge Müdürlüğü,IT-592-029,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-02-23,500000,500000,128627,TL
A Bölge Müdürlüğü,IT-592-054,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-04-08,1093288,1093288,356321,TL
B Bölge Müdürlüğü,IT-592-092,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-04-09,250000,250000,645453,TL
A Bölge Müdürlüğü,IT-592-010,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-04-13,105000,105000,757847,TL
E Bölge Müdürlüğü,IT-592-071,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-04-27,81870,81870,100205,TL
E Bölge Müdürlüğü,IT-592-096,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-04-29,200000,200000,285248,TL
B Bölge Müdürlüğü,IT-592-016,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-05-12,543560,543560,839794,TL
B Bölge Müdürlüğü,IT-592-016,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-05-22,580400,580400,885156,TL
D Bölge Müdürlüğü,IT-592-083,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-06-17,94980,94980,183601,TL
B Bölge Müdürlüğü,IT-592-089,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-06-18,630000,630000,850065,TL
C Bölge Müdürlüğü,IT-592-060,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-07-24,600000,600000,981683,TL
E Bölge Müdürlüğü,IT-592-015,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-08-14,94200,94200,381839,TL
E Bölge Müdürlüğü,IT-592-022,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-11-23,75600,75600,216742,TL
D Bölge Müdürlüğü,IT-592-019,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-11-30,200000,200000,234489,TL
C Bölge Müdürlüğü,IT-592-087,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-12-17,300000,300000,1022532,TL
E Bölge Müdürlüğü,IT-592-096,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-01-21,120000,120000,250091,TL
E Bölge Müdürlüğü,IT-592-035,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-03-11,472000,472000,18955114,TL
A Bölge Müdürlüğü,IT-592-011,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-03-16,200000,200000,110149,TL
D Bölge Müdürlüğü,IT-592-059,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-06-20,100000,100000,975681,TL
B Bölge Müdürlüğü,IT-592-084,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-07-14,300000,300000,71426,TL
B Bölge Müdürlüğü,IT-592-089,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-07-18,96000,96000,1032526,TL
D Bölge Müdürlüğü,IT-592-014,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-08-04,140000,140000,373077,TL
C Bölge Müdürlüğü,IT-592-050,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-08-08,66000,66000,123255,TL
D Bölge Müdürlüğü,IT-592-082,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-08-11,50000,50000,6358979,TL
D Bölge Müdürlüğü,IT-592-013,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-08-22,44000,44000,49855,TL
C Bölge Müdürlüğü,IT-592-050,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-08-26,130000,130000,356052,TL
E Bölge Müdürlüğü,IT-592-015,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-10-07,50000,50000,82885,TL
C Bölge Müdürlüğü,IT-592-087,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-12-07,108000,108000,313151,TL
A Bölge Müdürlüğü,IT-592-038,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,118302,2015-08-17,2500000,2500000,5541779,TL
C Bölge Müdürlüğü,IT-592-070,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,118302,2016-10-21,500000,500000,1961265,TL
B Bölge Müdürlüğü,IT-592-025,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,118302,2016-11-02,1000000,1000000,1027405,TL
B Bölge Müdürlüğü,IT-592-007,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,118302,2016-12-26,3000000,3000000,1492578,TL
B Bölge Müdürlüğü,IT-592-056,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-01-14,35760000,35760000,193497452,TL
C Bölge Müdürlüğü,IT-592-097,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-02-12,24840000,24840000,55373999,TL
E Bölge Müdürlüğü,IT-592-063,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-02-13,500000,500000,696484,TL
C Bölge Müdürlüğü,IT-592-073,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-02-16,25000000,25000000,55551773,TL
D Bölge Müdürlüğü,IT-592-019,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-02-17,10910000,10910000,140165446,TL
B Bölge Müdürlüğü,IT-592-074,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-02-19,80000,80000,122871,TL
E Bölge Müdürlüğü,IT-592-035,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-02-23,2510000,2510000,9708059,TL
A Bölge Müdürlüğü,IT-592-068,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-02-25,9690000,9690000,16010615,TL
D Bölge Müdürlüğü,IT-592-044,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-02-26,3170000,3170000,7493878,TL
E Bölge Müdürlüğü,IT-592-004,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-03-03,6700000,6700000,27699194,TL
C Bölge Müdürlüğü,IT-592-086,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-03-04,4630000,4630000,1061392,TL
E Bölge Müdürlüğü,IT-592-009,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-03-05,7335000,7335000,9521765,TL
D Bölge Müdürlüğü,IT-592-045,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-03-06,2075000,2075000,5259601,TL
E Bölge Müdürlüğü,IT-592-095,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-03-09,700000,700000,2417922,TL
D Bölge Müdürlüğü,IT-592-019,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-03-10,5440000,5440000,13872714,TL
D Bölge Müdürlüğü,IT-592-033,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-03-18,3560000,3560000,4883609,TL
B Bölge Müdürlüğü,IT-592-002,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-03-19,3250000,3250000,3576709,TL
B Bölge Müdürlüğü,IT-592-092,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-03-20,6100000,6100000,7979715,TL
D Bölge Müdürlüğü,IT-592-033,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-03-24,4170000,4170000,29334849,TL
C Bölge Müdürlüğü,IT-592-070,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-03-25,4450000,4450000,6043006,TL
E Bölge Müdürlüğü,IT-592-055,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-03-26,3380000,3380000,12279691,TL
B Bölge Müdürlüğü,IT-592-030,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-03-27,20680000,20680000,36530903,TL
D Bölge Müdürlüğü,IT-592-008,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-03-31,12700000,12700000,15019994,TL
D Bölge Müdürlüğü,IT-592-059,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-04-03,2500000,2500000,23578202,TL
E Bölge Müdürlüğü,IT-592-022,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-04-06,4445000,4445000,106575854,TL
E Bölge Müdürlüğü,IT-592-015,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-04-09,339000,339000,3342117,TL
D Bölge Müdürlüğü,IT-592-041,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-04-20,1500000,1500000,2063659,TL
C Bölge Müdürlüğü,IT-592-097,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-04-21,4900000,4900000,19746211,TL
D Bölge Müdürlüğü,IT-592-093,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-05-04,6150000,6150000,12997334,TL
D Bölge Müdürlüğü,IT-592-041,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-04-27,5650000,5650000,10087849,TL
E Bölge Müdürlüğü,IT-592-061,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-05-05,5240000,5240000,5777436,TL
E Bölge Müdürlüğü,IT-592-032,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-05-06,2830000,2830000,5522640,TL
B Bölge Müdürlüğü,IT-592-074,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-05-07,2685000,2685000,894274,TL
E Bölge Müdürlüğü,IT-592-071,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-05-08,1705000,1705000,11292394,TL
D Bölge Müdürlüğü,IT-592-008,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-05-12,3376000,3376000,15418173,TL
B Bölge Müdürlüğü,IT-592-016,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-05-13,2730000,2730000,4697624,TL
D Bölge Müdürlüğü,IT-592-047,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-05-27,4050000,4050000,21333551,TL
C Bölge Müdürlüğü,IT-592-043,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-05-28,1764000,1764000,3295829,TL
C Bölge Müdürlüğü,IT-592-080,Ticari,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-05-29,20690000,20690000,52699103,TL
